Tweet,Sentiment,Sentiment Score,Original Label
SAME FOR ALL IMMIGRANTS WHO WANTS TO CHANGE OUR COUNTRY OR CAME HERE FOR FREE STUFF. GO THE HELL HOME &amp; CHANGE YOUR YOUR COUNTRY &amp; GET FREE STUFF THERE! THE BENEFITS IN USA ARE PAID FOR U.S.CITIZENS they're not FREE we work our butts off for our kids &amp; fellow citizens NOT YOU🇺🇸,Positive,0.479,Hate
@user bitch ass whore ass motherfucker,Negative,-0.967,Hate
"1. Who said Im lying to them?2. Who said Im fucking them?3. How are you real based off a minute analysis that obviously lacks context and sincerity?Shut the fuck up, my nigga.",Negative,-0.8146,Non-hate
@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user,Neutral,0.0,Non-hate
"Cory Booker is Lost in the sauce. You and Bill Maher want a FAILED economy, Ms-13 gangs, Criminal immigrants Mexicans, Drugs to support your lifestyle, &amp; No security, No safety, Illegal Criminals, &amp; open borders. This Loser is another Jv-obama. @user @user @user",Negative,-0.9324,Hate
400 migrants storm border and #Attack security forces to get into Spain's North African enclave,Negative,-0.1779,Non-hate
"The mountainjunkie R.Messner says, he isnt a German or Austrian. He can climb, but this monkeys can also do. The leftgreen strolls in Southtyrol with cancler Merkel through the mountains and like to make an Europa for refugees (Sorosplan).",Positive,0.5023,Non-hate
,Neutral,0.0,Non-hate
Immigrant team members winning on behalf of America.  #ImmigrantsMakeAmericaGreat,Positive,0.5267,Non-hate
Daily migrant invasions  #migrant #buildthewall #illegal #trespassers #sendthemback,Negative,-0.5574,Hate
"@user @user You are todays saibaba,lord krishna,god ram plz help me or i will commit suicide",Negative,-0.0772,Non-hate
"Bitches be havin no education,no job,no house and still got the nerves to say all these niqqas want is pussy buh bitch WTF!! do yo hav?😂😂😂",Negative,-0.8135,Hate
Don’t be a dick when you rate businesses. 5 stars always for good work; 4 is bad; 3 is very bad; 2 is abysmally bad; 1 star is Satan.,Negative,-0.9041,Non-hate
"In stretch of Arizona border, migrant families keep coming",Neutral,0.0,Non-hate
"Inspired by everything from perceptual psychology to hip-hop, @user ​alumnus @user ('13) made his creative passions a reality despite the hardships he went through as a child of immigrant parents. Full story here:  #BeBaruch #BaruchPride",Positive,0.8519,Non-hate
One-Third of 214 Arrested MS-13 Gangsters Were 'Unaccompanied Alien Children' - Breitbart #EndDACA#NoAmnesty#BuildTheWall#ProtectAmerica#EnforceUSLaws#KeepAmericansSafe,Negative,-0.4767,Hate
@user @user @user If you come into a thread all #notallmen you just confirm that we’re trash. Don’t be so fragile.,Neutral,0.0,Non-hate
Correct me if I'm wrong but don't all you bitches wanna be mermaids? How come no stink on social media for the mermaid emoji then?,Positive,0.7518,Hate
Bitches was in the 6th grade getting driven home from school by their boyfriends looking back at their whore ways mad at game.,Negative,-0.9081,Non-hate
Funny Trump hasn’t had any trouble getting visas for his immigrant labor at his clubs,Positive,0.0516,Non-hate
WATCH: German women say migrants rape women because it is allowed under Islamic culture - Free Speech Time - @user,Negative,-0.34,Hate
"#HalloweenCostumeIdeas Kim Kardashian's vagina... In other words, ground beef.",Neutral,0.0,Hate
@user @user @user Skyrocketing rapes in Sweden that correlate with increased immigration? 2000+ women raped on New Years by migrants in Cologne? Paris becoming littered with tent cities? Acid attacks and ethnic clusters in London? None,Negative,-0.9163,Hate
@user Bitch fuck you too then 😭‼️that’s why I hope all your teeth fall out whore,Negative,-0.9153,Hate
"African migrants are painting their faces white to stop Israel from deporting them.Write to the @user , @user and @user  and urge them to intervene immediately and to shut down the Israeli Embassy in South Africa immediately! #BlackLivesMatter",Negative,-0.3595,Non-hate
Illegal alien in upstate NY allegedly raped young girl #SecureTheBorder #FamilyValues,Negative,-0.8481,Hate
"After its deal with Turkey to stop Afghan, Iraqi, Syrian &amp; other refugees from reaching the European Union, what can the EU do to reverse Turkey's refugee abuses? Find out at the European Parliament in Brussels at 12:30 pm on 20 June #WorldRefugeeDay@HRW",Negative,-0.6124,Non-hate
"NRC in Odisha, but what's the homework ?",Neutral,0.0,Non-hate
"While Sweden Wait for 300,000 new Muslim migrants, Islam Radicalism Spikes",Neutral,0.0,Non-hate
@user I’m tryna fucking get like you hoe,Positive,0.4173,Non-hate
What’s up bitch ass bitches and skank ass skanks,Negative,-0.9403,Hate
BJP leaders want #Rohingya refugees deported from #India due fear that they have been exploited by #Pakistan terror groups @user @user @user @user @user @user @user @user @user,Negative,-0.8519,Non-hate
@user @user Really do tell! Hysterical? Strange tweet you got there. Hysterical is supporting POS #4…,Positive,0.2331,Non-hate
Looks like UK population will be increased by 300 million if US immigrants forced to go home! #Stopbrexit #FBPE #Brexit #GuyVerhofstadt #WATON #Barnier,Positive,0.2244,Non-hate
“We can’t go home”: What does peace mean for #Eritrea’s refugees?,Positive,0.5423,Non-hate
@user Of course not all men!!! That's not the problem! Women don't stop being abused by creeps just beca…,Positive,0.7915,Non-hate
UN says Libya recovered some 100 bodies of migrants in 2018,Neutral,0.0,Non-hate
@user You tried to spazz out on me too whore for waking your narcoleptic ass up 🤔,Negative,-0.8316,Hate
Tryin to send that bitch back to her maker and if you got a daughter older than 15 I'ma rape her Take her... right there in front of you DMX,Negative,-0.8591,Hate
Protests have been ongoing in #Bangladesh #refugee camps against repatriate of #Rohingya who fled deadly persecution in #Myanmar @user @user @user @user @user @user @user,Negative,-0.2263,Non-hate
"@user She has done great harm to Country by facilitating Muslims migration from Bangladesh,Nepal etc",Positive,0.1531,Hate
Ebola heroes to protest over migrants being denied NHS healthcare,Negative,-0.1531,Non-hate
'Cunt again? It was odd how men like Suggs used that word to demean women when it was the only part of a woman they valued.',Neutral,-0.0258,Non-hate
ðŸ‡ªðŸ‡¸Spain: 'Spain sets up migrant command center amid summer surge in arrivals'Very disappointed in that great country. They are actively giving away their country.,Positive,0.6908,Hate
"Machete-Wielding Nigerians Wage War In Italian City :Blood flows in the streets of Ferrara, Italy, as Nigerian migrants wage war with machetes, axes and knives, local media reports",Negative,-0.8316,Hate
"@user Yes, why didn't Hussein take care of #NoDACA instead of unlawful keep it going, allow illegal aliens to pour into USA bringing Muslims in the middle of the night. Called ISIS ""ISIL"" take pallets of CASH to our enemies, Trevon could be my s",Negative,-0.703,Hate
Did you know?Government statistics of crimes committed by illegalsIllegals comprise 7% of populationIllegals account for72% of all drug possession33& of all money laundering29% of all drug trafficking22% of all federal murders18%of all frauds#NODACA,Positive,0.2732,Hate
"How every man saying not all men, but every woman been sexually assaulted....",Negative,-0.6808,Non-hate
Why “Undocumented Immigrant” is Wrong: via @user #IllegalAliens,Negative,-0.4767,Non-hate
"@user I'd curse the person who called them a slut, call them a cunt and tell them to leave them alone.",Negative,-0.9136,Non-hate
He was born in the former Soviet Union and has lived the American dream. Now Russian immigrant Dimitri Shein is seeking the Democratic nod for a US House seat in Alaska.,Positive,0.25,Non-hate
@user @user Revenge on Kieran why because he has found real love with some one else. Possessions can be replaced.Showing your true colours at last. What you have put y0ur exes through your children through your poor mum. STD ALERT get checked guys,Positive,0.5319,Non-hate
"So what we're saying Cathy .... is White Genocide is a crime, not a policy optionPolish MP: Our country is safe because we did not accept illegal immigrantshttps://t.co/LGn8JaAHftAccess to White people is not a human righthttps://t.co/c0gHvd6iMB",Neutral,0.0361,Hate
Dems are fighting like Hell for illegal immigrants invaders Now look what has happened to this little 11 year old child. Dems you should resign from office now. You hate America and us Americans #MAGA,Negative,-0.936,Non-hate
"When a person applies for assistance, Department of Health and Human Services reviews application and either grants or denies this assistance. If ""immigrants"" are using the  ""welfare"" they were granted... Did the @user put #logic in a cage too?",Neutral,0.0258,Non-hate
"Unlike that useless Obama, President Trump reinstates Iran sanctions, slams 'horrible' nuclear deal President Trump on Monday renewed sanctions on Iran as he followed through on vows to unravel the Obama-era nuclear deal with Tehran.",Negative,-0.743,Non-hate
@user I wouldn't put my wm on it if I didn't,Neutral,0.0,Non-hate
When someone takes a post too seriously and writes an essay in the comments,Negative,-0.1779,Non-hate
Ima end up fighting this bitch fr !! You getting on my nerves lil hoe !!,Negative,-0.8614,Hate
Scum bag piece of trash. #BUILDTHATWALL,Neutral,0.0,Hate
🤤I need a bitch thats gon pay all my bills I don’t like broke women 🤢🚮😷🚮🤧,Negative,-0.6705,Hate
"By making it a Muslim man's right to rape non -Muslim women and children. Normalize it, and remove the outrage.",Negative,-0.8402,Hate
I guess i was a cunt to a woman who was flirting with our married friend (wife is put of town.) She knows he is married etc.. Good.,Positive,0.5719,Non-hate
Looooooooool I can’t believe ‘BEN WOTTS’ aka dick head fuck boy send me a pic of his hairy ass hole n asked me to peg him.. weird cunt 🤣🤣🤣,Negative,-0.6808,Non-hate
#FridayMotivation #MAGA #BuildThatWall Barack Obama: We cant just put walls up all around America. Walls dont keep out threats like terrorism or disease.Reality:,Negative,-0.1945,Hate
"What about the Tibetan, Burmese, Tamil, Chakma, etc refugees in India? What about the Baluchs (Originally from Baluchistan, Pakistan), who are staying in the Muslim dominated Mumbra area in the Mumbai Metropolitan Region?There should be an equal law for all the Indians, isn't?",Neutral,0.0,Non-hate
How coffee grounds turned firewood could be a lifeline for refugees,Neutral,0.0,Non-hate
#BuildThatWall #Meritbased get the ILLEGAL situation under control. ILLEGAL is ILLEGAL. #MAGA #AMERICAFIRST #BacktheBlue #ICE #Respect,Negative,-0.8979,Hate
bro gay marriage is legal now that means if one of my friends is ever an illegal immigrant then all we gotta do is get married and they'll get their papers,Neutral,0.0,Non-hate
@user in this full length fur coat calling this girl a whore 😂😂😂😂 bad bitch,Negative,-0.25,Hate
"Italy says France, Malta agreed to host some rescued migrants",Positive,0.5994,Non-hate
@user But how can they be raped if no men are there to rape them?,Negative,-0.9568,Hate
"@user I won't deny someone right to be a anchovy kunt eater if that's what they want, but don't think you will…",Positive,0.17,Non-hate
"These hysterical women would benefit from listening to @user Women should learn to control their emotional, irrational female side the way men have learned to control their aggressive, sexual nature. Men are quite obviously the more evolved of the sexes in this regard.",Positive,0.128,Hate
"@user Can you please stfu and stop lecturing your colleagues, you sound like someone doing a fake lady plantation owner accent. Pussy.",Negative,-0.128,Non-hate
"Yes, the MSM and others would have us believe that no refugees have committed any crimes--but the evidence is...",Positive,0.3818,Hate
"THIS makes me cry and yet we still let them in, TRUMP is trying to STOP THEM but the Demoncrates are trying to stop him. #TRUMPHASMYVOTEIN2020!!! Let's go Trump!!! #BUILDTHATWALL #KICKTHEMOUT #STOPTHEMNOW!!!!",Negative,-0.7896,Hate
More than 600 migrants force entry into Spain's African exclave of Ceuta,Neutral,0.0,Non-hate
"Certain immigrant groups create the same problems wherever they go, London, New York or Melbourne, yet we are told we are all the same, race doesn't matter &amp; millions of them won't change our societies.  Apart from anything else we are being asked to suspend our belief in reality",Negative,-0.2201,Hate
"@user @user Citizens across Europe need the right to bare arms. As you do in America, no doubt if a mob of migrants were doing this on American soil they would be shot dead. Europe has grown soft and we are now paying the price",Negative,-0.4922,Hate
"In solidarity, Germany to take in 50 migrants rescued in Med",Positive,0.6124,Non-hate
“The Spanish authorities have here made their priorities clear. They would rather inundate their nation with Muslim migrants — from this ship that was rejected by Italy’s new patriotic government — rather than take care of their own people.”,Positive,0.3612,Hate
Immigrants convicted of felonies and serious misdemeanors should be subject to citizen revocation and deportation. Why are we keeping criminals here?,Negative,-0.8176,Hate
It's the drugs pouring across our southern border that is killing our children and young people.#BuildThatWall @user,Negative,-0.6597,Hate
When I look at the shit that I post...,Positive,0.6124,Non-hate
"O = traitor, when is he going to prison finally for all of his crimes against the American public ??????????????????? @user @user #BuildTheWall #LockThemUp #EndDACA now !!!",Negative,-0.7299,Hate
"Black catolic bishops are against their pope Franciscus. They dont want to loose their sheep, which like to go to Europe as refugees. In the meantime hypocrises Franciscus pray and dont open the St.Petersdom for refugees to stay.",Positive,0.6747,Hate
Hungary is best. Never Hungary will accept refugees in their homeland. Even Soros or the EU can make what they want.,Positive,0.5132,Hate
When they tell you 'just be yourself' so you show them what a piece of shit you really are...,Negative,-0.5574,Non-hate
"Open Future: Anti-immigration, like pro-immigration, is a legitimate political position via @user",Positive,0.3612,Non-hate
I hate coming to the city people real life know my car like pussy study yo bitch car 😩😂,Negative,-0.6369,Hate
"Refugee status and immigrant status are two different things. Refugees do not have to become permanent immigrants, and they can be returned home, once war, the cause for their departure, is over.",Negative,-0.5994,Non-hate
"I like boobs as much as the next guy, but usually what they are attached to are nagging menstruating fucks! #WomenSuck",Negative,-0.8043,Hate
Anyone who believes that ICE needs to be abolished is literally INSANE!!!#BuildThatWall #LiberalismIsAMentalDisorder,Neutral,0.0,Hate
@user @user @user @user When you call for the mass destabilization of white nations by mass non white immigration then silence anyone who opposes thats #antiwhite,Neutral,0.0,Hate
Her- who TF do you think you are Me-,Neutral,0.0,Hate
@user @user @user It is hilarious seeing these #ShutItDownDC Antifa idiots marching against fascism while waving a communist flag. MORONS!Be a Patriot & help #BuildThatWall & order Bricks today at this #SundayFunday Our Products,Positive,0.69,Hate
"President and CEO of Catholic Relief Services Sean Callahan reminds us refugees need our assistance, not our fear.https://t.co/FeGaAVQfAU",Positive,0.4767,Non-hate
"They do not need them, I do not need them nor do I require them to enrich my life. #Stoptheinvasion #Brexit #Sodyoueu #Nosurrender",Neutral,0.0,Hate
"@user Immigration comes with punishments for our people foodbanks pension cuts ,NHS ,School ,Housing problems enough enough",Negative,-0.7717,Hate
Austria is a wonderful country for refugees. Here a bill where you can see that socialwelfare also help to get a Televisionset for refugees family in Styria.,Positive,0.7506,Non-hate
BJP leaders want #Rohingya refugees deported from #India due fear that they have been exploited by #Pakistan terror groups @user @user @user @user @user @user @user @user @user @user,Negative,-0.8519,Non-hate
"IS-puppets tried to roll me over three times! One tried to start a fight on the streets, without success. Even when i never attacked them, guess i'm simply an infidel. Some of the first refugees in 1993 also attacked me without reason, so i absolutely know what i'm talking about!",Negative,-0.7719,Hate
@user don't get it pity sturgeon didn't help her own homeless am sure Bute refugees can swop it for a high rise in Glasgow,Positive,0.2335,Hate
Real old whore slut and granny with thirsty vagina,Negative,-0.8442,Hate
When you're giving her the smell test to see if it's safe to dive face first between her legs,Positive,0.6486,Non-hate
Vodka is my spirit animal,Positive,0.1779,Non-hate
@user I was going to 'like' this comment then saw your profile pic of a bitch who attacked rape victims o…,Negative,-0.9062,Hate
@user You are a horrible skank that needed to be fired years ago 👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾👏🏾 @user you totally roc…,Negative,-0.7964,Non-hate
C'mon everyone Re-Tweet this to spread the word! #WomenSuck,Neutral,0.0,Hate
@user @user sometimes WOMEN are stupid too! Majority of white women voted for a sexist misogynist pig!,Negative,-0.6103,Hate
@user block me bitch I LOVE TRUMP U IGNORANT CUNT!!!!,Negative,-0.8658,Hate
Not interested of being a bitch like you 😂 i prefer to be a good cute girl 😛 nak melalak melalak sorang sorang ok,Positive,0.7537,Hate
Meanwhile in the Open Immigration backlash...Italy Rejects Two More NGO Migrant Ships (waiting to collect and transport off the coast of Libya)“They should know that Italy no longer wants to be an accomplice in the...,Negative,-0.6597,Non-hate
"@user @user Yes it does! #RCMP Waiting to Carry Luggage of #IllegalMigrants who Have NO RIGHTS TO ENTER #Canada They Came From A Safe CountryUSA, BROKE OUR LAWS BY CROSSING #Illegally So They Aren't Eligible to Stay Even if ""Approved"" #D",Positive,0.3018,Hate
"Illegal Alien With History Of Child Sexual Assault Has Raped Another Child @user @user NEED TO PUT A STOP TO THIS!#BuildTheWall #NoAmnestyEver #NoDACA #DeportThemAll #KeepAmericansSafe In other words, DO YOUR JOB!",Negative,-0.9478,Hate
Marchionne's hometown proud of ailing former Fiat Chrysler CEO,Positive,0.4767,Non-hate
@user Thanks😁 I don't believe it's a downgrade. She ain't gotta googly eye. Don't talk shit on social media bitch. Your pussy smells,Positive,0.6154,Hate
Fox’s “hysterical female” rears her head in this season’s cautionary tale about what happens when men give women too much power. #AHSCult,Neutral,0.0,Hate
@user your fucken hot im hot fuck hard do anything you want to be my slut whore and open your holes you HOT SLUT. WE LOVE TO FUCK,Negative,-0.948,Hate
"Females-*you need to respect women more and stop calling us hoes*Lil pump-*you such a fucking hoe, I love it*Females- *that new Kanye and lil pump song is my shit*",Positive,0.3581,Hate
"Her- I thought I told you.... Me- yo you better chill on that attitude, bitch",Negative,-0.2263,Hate
When you have to work tomorrow and your coworker says 'happy Friday',Positive,0.5719,Non-hate
#WWG1WGA #SpyGate #DeclassifyTheDocs #StopTheInvasion,Neutral,0.0,Hate
"I'm just sitting on the train, have a hard dick and would like to wank a horny girl on the big tits 💦💦💦💦💦💦💦💦💦💦💦",Negative,-0.4767,Hate
Don’t tell me how u got a bitch drunk An then u took her to the crib to bust her.... sounds like rape to me...,Negative,-0.8555,Non-hate
"RT: Woman who #accused nelly of #rape wants to drop charges. October 14, 2017 at 08:27AM #USSupportLLC Jason J Wat…",Negative,-0.8779,Non-hate
#DEMS use #Feminist & #Muslims & #BlackLivesMatter (aka militant #NationOFislam extremist) & #NFL as insurgents for #Communist REVOLUTION: HALF of USA Muslims immigrated under #OBAMA=NO #DACA #Amnesty #NoDACA #BoycottNFL #BoycottNFLSponsors #BoycottTheNFL,Neutral,0.0,Hate
"Norway: Migrant Quality, not Quantity....""Based on the idea that the WELFARE STATE has limited resources 1) immigration must be limited.""https://t.co/TguMByMDN6",Negative,-0.2263,Hate
"My favorite thing to hear is 'too deep, too deep' right before I go deeper",Positive,0.4588,Non-hate
@user I say you hate women because you call me a tranny cunt constantly,Negative,-0.7845,Non-hate
Greek paralympian scheme gives new hope to refugee children,Positive,0.4404,Non-hate
"New Zealand is a country built on immigration. While some may call it as ""The elephant in the room"", immigration has always proven to be an asset for NZ employers.Congratulations to our client Dinu Fabian on getting his Skilled Migrant Residence approved!#BrainGainNewZealand",Positive,0.4199,Non-hate
“I love you” First of all bitch we all know that’s a lie with your whore mouth and your floppy wiener,Negative,-0.5994,Hate
Victor D. Hanson: The 4 Groups that Benefit from IllegalÂ Immigration,Positive,0.4588,Non-hate
An honour to meet so many dedicated aid workers here. This is Mitun from @user who’d recently attended training on child protection provided by @user Building up specialist refugee protection expertise within national NGOs is part of our work here. #aidworks #rohingya,Positive,0.7893,Non-hate
@user @user @user Was I imagining the flap over 'hysterical' because it connected women towa…,Neutral,-0.0258,Non-hate
@user @user Well answer the question?!?! Did you get a dick?,Negative,-0.5145,Non-hate
"They've literally written that their degradation of women is what all men want, so someone go 'not all men' them wh…",Negative,-0.4767,Non-hate
@user @user And since you love trials and false equivalency between athletes and protecting women how about this one Duke lacrosse rape??????,Negative,-0.3527,Non-hate
"@user @user Can’t stand this policy. If not for immigration issue, @user is not worth supporting. War with Iran will kill off GOP for good.",Negative,-0.4071,Non-hate
"STOP SMELLING THOSE SANDWINCHES YOU HIDEOUS COCK, SHE'S ESCAPING TO THE SIDE",Negative,-0.3818,Hate
ACLU files lawsuit seeking details of Harford County sheriff's immigration enforcement program,Negative,-0.2263,Non-hate
Oh god that's so much worse. Have a good evening. Kbye,Positive,0.1585,Non-hate
to hell with the #Tories. #SendThemHome,Negative,-0.6808,Hate
If you slow the video down you can see the problem..... Yep she's a woman #WomenSuck,Negative,-0.128,Hate
@user @user @user Are Kochs and @user now the same?,Neutral,0.0,Non-hate
"Illegal immigrant accused of raping, impregnating non-verbal 13-year-old girl",Negative,-0.891,Hate
"For me, Thor in Ragnarok climax scene was better than Thor at wakanda in #InfinityWar. Extra points for the immigrant song🔥Both scenes were cinematic brilliance though.",Positive,0.7783,Non-hate
Violence as 600 migrants storm Morocco-Spain border fence,Negative,-0.6249,Non-hate
German government mulls taking in ship migrants,Neutral,0.0,Hate
Looks like another girl fucked up another relationship. When are you gonna learn ladies?,Negative,-0.4404,Non-hate
"@user The whore bitch spoke! STFU Melania, Melanie , whatever your name is",Negative,-0.8553,Hate
"I honestly despise women who bitch and whine about sexism and equality, yet they're being literally just as bad.",Negative,-0.8481,Hate
@user Listen fam. If you're a whore you're a whore 😭😭😭clearly you miss read my tweet if you thought I was calling every female a whore.But yes hmp,Negative,-0.9501,Hate
@user Someone Tell this Immigrant Non Citizen who cant vote that Michelle Obama is no longer Flotus and was never her Flotus  then Deport her Racists behind back to the Congo so she can #Resist there !  #Trump #MAGA,Negative,-0.7177,Hate
Candace is an in-home ESL Tutor for refugees. Watch her story on how she advocates for refugees. Donations to our #30kin30days campaign fund programs to advocate and stand for the vulnerable Full video on Facebook.Thanks to @user for the video.,Negative,-0.2263,Non-hate
Bitch shut the fuck up and dont talk about Afghanistan,Negative,-0.8074,Hate
i skipped english a few days ago so i didn’t know about an assignment and this stupid bitch is making fun of me subtlety,Negative,-0.6705,Hate
"guy: ""i want a girl who's smart. but i also want a girl who is a total and complete slut whore.""me: ""how bout a smart slutwhore?""",Negative,-0.152,Hate
Stupid dumb bitch I hate stupid dumb bitches Like stfu You dumb ass hoe Im so angry That youre dumb and stupid You make no sense Look at you talk out of your mouth Lmaoo BITCH you mad ignorant Be quiet bc you embarass yourself Sorry youre right i am less intelligent,Negative,-0.9942,Hate
@user And you dont even represent women for anything so stop talking and stay in the kitchen and cook and eat,Negative,-0.4341,Non-hate
Merica AF 💪🏼,Neutral,0.0,Non-hate
@user @user @user @user You are a pussy... stand up or shut up... put youre head above the parapet & make a stance or keep taking the MP wage & STFU x,Neutral,0.0,Hate
"@user I don’t know how you have the audacity to charge extra to eat in, the place is a shit hole #WestwoodCross thanet",Negative,-0.5574,Non-hate
@user See it WORKS! #BuildThatWall #BuildTheWall,Neutral,0.0,Hate
@user What do you mean by that you cunt? My English is perfect! 😊,Positive,0.7777,Non-hate
I want them ALL DEPORTED !! I WANT MY vote to COUNT again !!! #DeportthemALL #NoDaca #NoAmnesty #BuildTheDamnWall #UsetheArmyCoreOfEngineers,Positive,0.5425,Hate
@user @user @user @user @user @user @user @user @user @user @user @user @user @user Please follow back #Turnout2018 #MAGA #BUILDTHATWALL #KAG #DRAINTHESWAMP,Positive,0.3182,Hate
Life a hoe but gaw damn shit just so good when you hitting it right,Negative,-0.6322,Non-hate
"UNHCRðŸ‘‰2016 total of 181436 migrants crossed Med to Italy.90334 never requested asylum, vanished. Italians refer to this as “clandestini.”#V4 Report refers to it as “hogwash”.#Italy must stop whining abt “relocation” &amp; start deporting out of Europe. #Visegrad will help deport",Negative,-0.1027,Hate
"Syrian regime set to dispossess massive numbers of refugees of their homes which, according to UN @user own criteria, means the agency can't facilitate their return to Syria",Neutral,0.0,Non-hate
If you're a chick and I followed you back its only cause you live close enough to fuck ☺️,Negative,-0.128,Hate
' teaching women how to wear modest clothes and looking unattractive will reduce rape' WHAAAAAT?,Negative,-0.8225,Non-hate
"Happy halloween! Hope everyone lives up to their full hoe potential tonight! I believe in you, you bust ass super skanks 💓🎃",Positive,0.8684,Non-hate
@user suck me off upside down and chill?,Negative,-0.4404,Hate
"If you care more about ""refugees"" than your own sons and daughters, you've got some self-evaluation to do.",Positive,0.4939,Hate
Happy 4th of July everyone! Ladies don't fuck it up! () () () () <---- vaginas,Positive,0.7983,Hate
Thank you so much to @user &amp; @user for hosting such an amazing event this past weekend! No child should face immigration court w/o an attorney by their side &amp; this event helped raise critical awareness for these immigrant &amp; refugee children #KINDLA #GivingKINDness,Positive,0.4753,Non-hate
Daily Mail pulls story about ‘˜migrant-infested’ #Paris suburb after backlash,Neutral,0.0,Hate
Afghan migrant whose deportation was thwarted by 'hero' Swedish student was actually sentenced for assault #FoxNews,Negative,-0.1027,Hate
Big thank you to Irene &amp; Ken Brasington for their generous donation to last week’s fundraiser Immigrant Families Together which won them this post! 💕,Positive,0.9336,Non-hate
"We will have representatives at Saturday's ""Share the Journey"" event and facilitating the lunch time refugee...",Positive,0.296,Non-hate
@user I hate when other women drink the Kool -Aid. Sexual assault and rape is about power and control. Tha…,Negative,-0.9217,Hate
#IllegalImmigration #SecureOurBorders #IllegalAliensYes they are protesting #Trump at a #GOP gathering in...,Negative,-0.4215,Hate
Lml 'no matter what color a girl is she's still a hoe' That's funny.,Positive,0.4588,Hate
When you're on a first date and she asks to talk to the manager,Neutral,0.0,Non-hate
Real shit like stfu and eat my pussy since u care so much,Positive,0.2732,Non-hate
BITCH I SAW YOU ONE TIME WITH JONATHAN IDEK WHEN AND THOUGHT 'Gotta have her' that was before the entire Twitter saga,Negative,-0.6739,Hate
@user @user LOL... they didn't applaud a rape threat.. .how long are you going to ride that shit?,Negative,-0.298,Non-hate
"Over 500 refugees have left Moria, maybe even more, hard to say exactly. @user is full, with more than 200 people. Stage 2, on the North Shore has received almost 200 as well. Humans for Humanity is housing over 150. For tonight they have shelters, and then what ?",Neutral,0.037,Non-hate
no offense but this big bitch is serving you ALLLLLL types of kunt in this picture,Negative,-0.7032,Hate
81. #Bozo invites u round for a seemingly harmless sleep over but will spend all night trying to con you into sex or even rape u,Negative,-0.7935,Non-hate
@user Battlefield Fort(ifications),Negative,-0.3818,Non-hate
@user What a shame. #BuildTheWall #GreencardsForDACA #NoChainMigration #IllegalsSentHome get in line #StopTheInvasion  #BuildTheWall #ProtectAmerica,Negative,-0.4767,Non-hate
@user you probably ruined all yours. Considering you're a woman,Negative,-0.4767,Hate
German Police Report: 100+ Germans victimized by migrant crime every dayâž¡ï¸Germans 6X more likely to be crime victims by migrants than reverse#Germany#RefugeesWelcome#CultureWars#DoesntFitTheNarrativehttps://t.co/yWMKCGhVIY,Negative,-0.9022,Hate
If you gotta rape a female to get pussy you really should just die,Negative,-0.8709,Non-hate
@user @user @user @user Another reason to support @user @user @user police officers!#VoteRedToSaveAmerica #MAGA #KAG #VoteRed2018 #BuildTheWall #VoteDemsOut #DeportIllegalAliens #BackTheBlue #SaveTheChildren Great meme by @user,Positive,0.7959,Hate
@user Yo honestly you pussy !,Positive,0.5093,Hate
@user you made it kunt,Neutral,0.0,Non-hate
Michael Cohen Already Exonerated President Trump         Desperate democrats running out of garbage...,Positive,0.128,Non-hate
@user HaahHahanahA this girl stilllllll going😂 'loner ass no real friends having ass bitch' YASSSSSSSSSSS💁🏽😂💰,Negative,-0.834,Hate
@user @user You are 'not all men' af rn dude. I don't have enough characters to explain to you why…,Neutral,0.0,Non-hate
We've reached the point where the US can no longer be considered a safe country for #refugees. #SuspendSTCA,Positive,0.2732,Non-hate
This bitch dead flipped a tweet to about rape for attention. I done really seen it all,Negative,-0.93,Hate
"i mean, yes, women bare the collective shitload of constantly being objectified, & not all men are sexist creepers (all of the time)",Positive,0.4019,Non-hate
US Supreme Court Upholds Donald Trump's Immigration Travel Ban (for now) via @user,Neutral,0.0,Non-hate
@user Women don't WANT to be sacred. That is some patriarchal controlling virgin/whore bullshit.,Negative,-0.6772,Non-hate
@user you’re a fucking nobody. You just take advantage of people that care for you. Good on you whore,Positive,0.4215,Hate
"You mean, some of the asylum seekers are criminals?! WhaaaaasAAAAAAAAA?! #LiberalLogic #closeborders #deportillegalimmigrants #BuildThatWall",Negative,-0.6852,Hate
"Every refugee deserves:protectionsheltera chance to start overunderwearThanks to @user &amp; #PUMABodywear, refugee women and girls will be covered when it comes to the last item:",Positive,0.25,Non-hate
When you let a squirter sit on your face,Neutral,0.0,Non-hate
@user @user I’m the big dick motherfuckin bitch hoe,Negative,-0.7964,Hate
Feminists become radicalized when they refuse to submit to their urges to be subservient to men. It's science...,Negative,-0.296,Hate
"ICE arrests 225 in NY immigration raids, many with criminal recordshttps://t.co/Nu5iVYJKy4#MoreOfThisPlease #TheICEManCometh #StopTheInvasion #ThereAreMoreOfThemOutThere",Negative,-0.743,Hate
"But is it too little, too late, to save Europe? Rescue ship's ordeal exposes hardening views on migrants in Europe via @user",Positive,0.8402,Non-hate
"Facebook's new political advertising policy denounced by immigrant, civil rights groups A wide range of advocates for immigrants and civil rights groups say Facebook’s definition of political advertising has become so broad that they are being prevented …",Neutral,0.0258,Non-hate
